CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
225.00,,,1063.92,,1063.92,1868.77,1743.11,,4900.79,,,,,30524.51,1026.17,19124.92,12425.75,,,,852.96,,13278.72,,,,16.20,,,16.20,18195.71,600.00,,,1195.83,11.59,,10.86,156.27,76.04,,,,,2050.59,17405.98,,,,,17405.98,1206.15,,,1206.15,,,1.00,,1.00,-11772.96,-11771.96,9304.95,-2467.00,,-2467.00,18195.71,20371,RLQ,Reliant Airlines,RLQ,Reliant Airlines,06774 (1),D,1,1,2001,4
234.49,100.00,,4385.60,182.58,4203.03,1505.31,361.82,37.41,6442.06,173.44,,,173.44,26657.33,8766.81,19814.24,15609.90,,,,,,15609.90,1725.39,1725.39,,,,,,22225.40,1291.00,,1181.52,3388.21,,,387.83,464.71,81.35,257.07,,,77.91,7129.61,6181.13,,,,,6181.13,,,,,,,200.00,,200.00,,200.00,8714.67,8914.67,,8914.67,22225.40,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2001,2
278.00,,,10936.00,25.00,10911.00,37336.00,8598.00,1954.00,59077.00,,,,,112321.00,49872.00,84849.00,77344.00,1380.00,57996.00,,,,136720.00,,,,100.00,,67364.00,67464.00,263261.00,,,40457.00,32467.00,7074.00,,7858.00,4423.00,,5749.00,,758.00,4631.00,103417.00,,,,,,,,,12194.00,12194.00,,,1.00,,1.00,102860.00,102861.00,44789.00,147650.00,,147650.00,263261.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2001,3
300.20,100.00,,3987.67,210.68,3776.99,1505.58,156.28,13.04,5852.09,189.22,,,189.22,23110.23,8828.26,18804.23,13134.26,,,,,,13134.26,2075.39,2075.39,,,,,,19175.57,1461.00,,138.03,1911.31,,,393.49,290.29,17.47,224.62,,,194.60,4630.81,5375.78,,,,,5375.78,,,,,,,200.00,,200.00,,200.00,8968.99,9168.99,,9168.99,19175.57,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2001,4
301.95,100.00,,4632.85,197.58,4435.27,1505.58,135.89,9.43,6488.12,173.44,,,173.44,26384.19,8786.94,20625.47,14545.66,,,,,,14545.66,2075.39,2075.39,,,,,,21207.22,1324.00,,954.85,2497.78,,,473.71,465.11,17.47,258.97,,,137.10,6128.98,5834.44,,,,,5834.44,,,,,,,200.00,,200.00,,200.00,9043.80,9243.80,,9243.80,21207.22,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2001,3
336.74,,1427.81,2626.90,55.66,3999.06,318.21,254.51,72.07,4980.59,,,,,4691.79,4155.89,2670.32,6177.35,,,,143.22,54.49,6266.07,,,,21.11,,,21.11,11267.78,720.41,,,974.76,50.05,37.13,151.24,125.28,,12.09,,,265.99,2336.96,3249.19,,,36.28,,3285.47,,,,,,,120.42,,120.42,,120.42,5524.93,5645.34,,5645.34,11267.78,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,1,1,2001,3
337.73,,,9610.59,532.97,9077.62,10.46,467.86,,9893.66,,,,,44993.49,868.64,32096.10,13766.03,,,,,,13766.03,,,,154.26,,,154.26,23813.95,,,,2089.14,,,188.47,54.81,,-102.09,,,-4.87,2225.47,16505.65,25016.85,,,,41522.50,,,,,,,7944.86,,7944.86,,7944.86,-27878.88,-19934.01,,-19934.01,23813.95,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,1,1,2001,3
340.61,,1099.84,2417.58,91.53,3425.89,526.30,543.35,49.12,4885.26,,,,,4688.40,3791.80,2539.02,5941.19,,,,143.22,47.33,6037.07,,,,,,24.67,24.67,10947.00,720.41,,,972.67,178.38,37.13,294.33,100.33,,24.75,,,177.70,2505.71,3430.24,,,46.02,,3476.26,,,,,,,120.42,,120.42,,120.42,4844.61,4965.02,,4965.02,10947.00,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,1,1,2001,2
341.00,,,9016.00,,9016.00,,3239.00,4797.00,17393.00,,,,,66136.00,635.00,13996.00,52775.00,,,,,,52775.00,2177.00,356.00,1821.00,,,15272.00,15272.00,87261.00,1889.00,5200.00,,9717.00,,,,,,,,,5495.00,22301.00,43779.00,,,,,43779.00,9553.00,,,9553.00,,,5.00,,5.00,11912.00,11917.00,-289.00,11628.00,,11628.00,87261.00,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,2,2,2001,1
364.09,1305.92,,3512.35,,3512.35,,2331.52,341.63,7855.51,,,,,3247.39,1414.69,1992.00,2670.08,,,,,,2670.08,,,,,,1252.73,1252.73,11778.32,492.00,,,3126.91,3812.62,,,,,50.00,,2747.25,,10228.78,939.93,,,,768.15,1708.08,,,,,,,3.76,-86.10,-82.34,4308.77,4226.42,-4384.96,-158.53,,-158.53,11778.32,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,1,1,2001,1
415.56,117.70,,1851.29,1269.02,582.27,3385.49,25.51,637.23,5163.77,,,,,50470.66,7383.80,48820.96,9033.50,978.03,,,,,10011.54,,,,,,6385.58,6385.58,21560.89,,1141.21,,1986.31,1262.63,,201.71,209.13,3549.97,88.46,,,4.07,8443.50,,,,,,,2477.00,,,2477.00,,,45.00,,45.00,,45.00,10595.39,10640.39,,10640.39,21560.89,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,1,1,2001,1
482.65,,,3210.46,291.56,2918.90,1283.79,1466.43,803.38,6955.13,,,,,4184.79,18105.29,11816.80,10473.28,,,,,,10473.28,,,,5186.72,,5050.67,10237.38,27665.80,,12947.16,,18674.57,,592.60,1652.12,,,155.45,,12408.52,6311.83,52742.26,,,,,164.01,164.01,,,,,0.59,,20.57,,21.16,99481.01,99502.18,-124742.65,-25240.48,,-25240.48,27665.80,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,2,2,2001,2
493.10,9257.30,,246.64,,246.64,51.66,1127.14,,11175.84,,,7100.88,7100.88,,6131.67,2143.28,3988.40,,,,,,3988.40,,,,,,67.72,67.72,22332.84,,,,3566.05,48.94,,576.27,,,531.92,,2612.41,477.16,7812.76,,,,,,,,,3128.74,3128.74,,,1.00,,1.00,4687.57,4688.57,6702.78,11391.34,,11391.34,22332.84,20377,X9,Omni Air International LLC,X9,Omni Air Express,06738,D,1,1,2001,4
505.60,11863.32,,11355.23,125.00,11230.23,,6487.35,8585.14,38671.63,,,,,128136.10,13560.43,32328.95,109367.58,,,,,,109367.58,,,,,,11893.01,11893.01,159932.22,6514.32,,,16931.58,,,9650.89,,,,,42196.19,17060.34,92353.32,73600.27,,,,,73600.27,,,1264.71,1264.71,,,6.00,,6.00,5037.01,5043.01,-12329.09,-7286.09,,-7286.09,159932.22,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,2,2,2001,2
517.07,,,1816.01,,1816.01,692.09,2168.12,5381.33,10574.62,,,,,64913.20,4242.38,35828.70,33326.88,,,,,,33326.88,,,,,,126.18,126.18,44027.67,,6292.84,,2177.46,5949.52,,,,,,,,5381.33,19801.16,17582.31,,,,478.92,18061.22,2609.43,,,2609.43,,,1.00,,1.00,1114.00,1115.00,2440.87,3555.87,,3555.87,44027.67,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,2001,4
552.50,,1566.74,2194.18,69.08,3691.84,791.43,471.47,,5507.24,,,,,4537.23,4463.51,2837.01,6163.73,,,,143.22,61.66,6245.29,,,,23.50,,,23.50,11776.03,737.81,,,504.61,434.84,37.13,313.76,112.36,,,41.40,,136.82,2318.73,3465.68,,,27.23,,3492.91,,,,,,,120.42,,120.42,,120.42,5843.97,5964.39,,5964.39,11776.03,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,1,1,2001,4
621.76,1317.66,,2767.79,,2767.79,,1485.58,,6192.78,,,,,3843.72,1450.82,2115.42,3179.12,,,,,,3179.12,,,,1264.53,,,1264.53,10636.43,492.00,,,2878.35,3673.90,,,,,75.28,,,1676.05,8795.59,2245.00,,,,,2245.00,,,,,,,3.76,,3.76,4308.77,4312.53,-4630.58,-318.05,86.10,-404.16,10636.43,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,1,1,2001,2
713.14,,,4434.50,291.56,4142.94,1228.08,1283.14,609.16,7976.45,,,,,5981.56,18328.81,11705.87,12604.50,,,,,,12604.50,,,,5222.52,,2721.26,7943.77,28524.73,,2918.48,,14002.49,,324.06,1181.14,751.11,,165.92,,14844.85,9401.94,43589.99,4384.24,,,353.12,438.67,5176.03,,,,,0.57,564.86,20.57,,21.14,93577.74,93598.88,-113840.17,-20241.29,,-20241.29,28524.73,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,2,2,2001,1
741.00,,,10346.00,316.00,10030.00,7.00,28.00,,10806.00,,,,,552.00,236.00,571.00,217.00,,,,,,217.00,,,,4.00,,1205.00,1209.00,12232.00,,,2.00,9847.00,63.00,,42.00,160.00,,45.00,,2672.00,,12831.00,17.00,,,,,17.00,,,,,,,,,,600.00,600.00,-1216.00,-616.00,,-616.00,12232.00,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06747,D,1,1,2001,1
748.05,,,1453.66,,1453.66,,,351.87,2553.58,,,,,2618.67,664.74,1555.49,1727.91,,,,,,1727.91,,,,,,835.40,835.40,5116.90,,,,11034.25,,,,,,454.99,,,1104.95,12594.18,1580.06,,,,,1580.06,,,,,,,0.50,,0.50,187.27,187.77,-9245.12,-9057.34,,-9057.34,5116.90,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06400,D,1,1,2001,2
760.11,,,1134.92,,1134.92,,,334.36,2229.38,,,,,2889.72,583.60,675.22,2798.10,,,,,,2798.10,,,,,,832.46,832.46,5859.94,,,,11537.91,,,,,,472.87,,,1476.68,13487.45,1583.03,,,,,1583.03,,,,,,,0.50,,0.50,187.27,187.77,-9398.32,-9210.54,,-9210.54,5859.94,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06400,D,1,1,2001,1
780.45,,7659.67,12828.23,860.86,19627.04,133.11,4064.21,1547.98,26152.78,-0.78,456.01,,455.23,709630.21,5560.86,268653.54,446537.53,,2.84,39441.73,,,485982.11,2959.68,,2959.68,1826.19,241.00,4149.31,6216.50,521766.29,18174.38,,,55160.30,,,231.94,4701.53,1098.38,-6718.73,,,2340.41,74988.21,173676.60,81332.89,,,-127.98,254881.51,73310.71,,,73310.71,,,1.00,,1.00,72399.95,72400.95,46184.92,118585.87,,118585.87,521766.29,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,2001,2
830.00,,,7593.00,331.00,7262.00,7.00,36.00,,8135.00,,,,,545.00,240.00,631.00,154.00,,,,,,154.00,,,,4.00,,1193.00,1197.00,9486.00,,,2.00,8065.00,65.00,,58.00,165.00,,41.00,,1448.00,,9844.00,15.00,,,,,15.00,,,,,,,,,,600.00,600.00,-973.00,-373.00,,-373.00,9486.00,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06747,D,1,1,2001,3
881.30,,1175.34,1443.03,77.76,2540.61,563.99,784.76,25.36,4796.01,,,,,4565.89,3698.78,2370.60,5894.06,,,,143.22,40.17,5997.11,,,,,,29.32,29.32,10822.44,720.41,,,707.84,716.07,37.13,110.94,84.71,,9.56,,,171.73,2558.40,3662.83,55.56,,,,3718.39,,,,,,,120.42,,120.42,,120.42,4425.23,4545.65,,4545.65,10822.44,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,1,1,2001,1
896.00,,,8737.00,323.00,8414.00,7.00,29.00,,9346.00,,,,,552.00,236.00,601.00,187.00,,,,,,187.00,,,,4.00,1219.00,,1223.00,10756.00,,,2.00,8905.00,78.00,,26.00,163.00,,14.00,,2303.00,,11491.00,16.00,,,,,16.00,,,,,,1.00,,,,600.00,600.00,-1351.00,-751.00,,-751.00,10756.00,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06747,D,1,1,2001,2
898.00,,,6389.00,338.00,6051.00,7.00,66.00,,7022.00,,,,,541.00,247.00,654.00,134.00,,,,,,134.00,,,,4.00,,1175.00,1179.00,8335.00,,2.00,7561.00,42.00,,77.00,175.00,,42.00,,880.00,,,8779.00,14.00,,,,,14.00,,,,,,,,,,600.00,600.00,-1058.00,-458.00,,-458.00,8335.00,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06747,D,1,1,2001,4
905.46,100.00,,4461.80,178.16,4283.64,1505.27,270.93,115.01,7180.31,200.84,,,200.84,24984.05,8913.95,18998.79,14899.21,,,,,,14899.21,1725.39,1725.39,,,,,,22280.36,1273.00,,1181.52,2678.54,,,510.97,380.51,51.97,328.94,,,308.06,6713.52,6506.53,,,,,6506.53,,,,,,,200.00,,200.00,,200.00,8860.31,9060.31,,9060.31,22280.36,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2001,1
944.25,1267.93,,597.92,5.16,592.76,,248.65,,3053.58,,,,,2225.30,40.83,40.83,2225.30,,717.56,,,,2942.86,276.64,276.64,,,,1556.94,1556.94,7553.37,,,,4193.44,1107.47,,292.24,,-14.34,,,481.21,1901.36,7961.38,2703.72,,,,,2703.72,,,,,,,10.00,,10.00,1990.00,2000.00,-5111.73,-3111.73,,-3111.73,7553.37,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06886,D,1,1,2001,4
1044.34,,,16342.24,,16342.24,3523.68,2707.49,,23617.74,,,,,57250.22,24784.72,45948.46,36086.48,,,2125.52,,,38212.00,,,,,,6054.91,6054.91,67884.65,3668.00,2761.00,5991.57,43779.26,,,1627.80,2386.53,651.17,1089.06,,41568.59,9923.57,113446.55,16829.00,,,,12043.54,28872.54,,,,,,,0.53,,0.53,-7230.50,-7229.96,-67204.47,-74434.44,,-74434.44,67884.65,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,06795,D,2,2,2001,2
1392.64,2726.20,,3903.41,,3903.41,,1703.41,39.40,9765.05,,,,,4052.12,1833.07,,5885.19,,,,,2287.05,3598.15,,,,1304.13,,,1304.13,14667.32,,,,2941.62,4048.86,,,,,,,,2999.44,9989.92,1415.48,,,,689.02,2104.50,,,,,,,3.76,,3.76,4308.77,4312.53,-1653.52,2659.01,86.10,2572.91,14667.32,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,1,1,2001,4
1394.37,,,42082.77,2342.65,39740.12,5504.22,777.56,,47416.27,,,,,77326.77,12677.69,27487.51,62516.95,,,,,,62516.95,,,,,,12277.29,12277.29,122210.50,49017.17,,,13786.96,91365.58,,,,,,,,,154169.71,107532.39,,,,,107532.39,,,,,,,30.00,,30.00,9600.00,9630.00,-149121.60,-139491.60,,-139491.60,122210.50,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,2,2,2001,3
1428.00,3985.00,,4577.00,678.00,3899.00,58.00,989.00,198.00,10557.00,566.00,,2308.00,2874.00,40899.00,1084.00,7299.00,34684.00,,1640.00,,,,36324.00,,,,70.00,,,70.00,49825.00,4810.00,,,1228.00,2427.00,,261.00,145.00,99.00,,,,694.00,9664.00,19295.00,,,,,19295.00,1306.00,,,1306.00,,,1.00,,1.00,21485.00,21486.00,-1926.00,19560.00,,19560.00,49825.00,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06165,D,1,1,2001,1
1500.84,,7655.47,29746.22,870.85,36530.84,40.28,220.36,1547.98,39840.30,-0.78,444.76,,443.98,708747.53,5578.85,273099.79,441226.59,,11.43,41064.66,,,482302.67,2584.94,,2584.94,1266.36,224.04,3831.90,5322.29,530494.18,28672.24,,,40117.95,,,217.14,4135.00,1366.31,-6234.57,,,4113.22,72387.29,160999.17,104637.40,,,-281.96,265354.60,76627.18,,,76627.18,,,1.00,,1.00,72399.95,72400.95,43724.15,116125.10,,116125.10,530494.18,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,2001,3
1567.83,,580.53,28118.48,6669.45,22029.57,9392.13,-31.58,,32957.95,,,,,214676.83,9377.26,129970.62,94083.47,,,,,,94083.47,18540.00,,18540.00,1156.36,,4546.26,5702.63,151284.05,115.43,41150.55,,12549.12,6474.10,15.41,1301.91,444.00,6485.77,65.72,,,5260.40,73862.41,199381.25,,,,,199381.25,,,,,,,0.03,,0.03,,0.03,-121959.65,-121959.62,,-121959.62,151284.05,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,06061,D,2,2,2001,4
1900.32,37007.26,,28635.12,240.62,28394.50,81676.08,1349.75,,150327.90,-82641.43,3652.57,,-78988.87,1455304.95,125767.55,306144.55,1274927.95,155.00,123680.28,11298.40,276877.31,161055.41,1525883.52,,,,,,1226816.32,1226816.32,2824038.87,75448.62,,,51597.32,3478.74,22147.08,17086.20,11815.99,9026.92,-48885.49,,,59106.94,200822.31,2313480.93,,,118732.78,3612.63,2435826.34,65635.73,,19219.25,84854.98,,,1.00,,1.00,189919.38,189920.38,-87385.14,102535.24,,102535.24,2824038.87,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,06820,D,3,3,2001,3
1947.24,4699.09,,7266.08,240.62,7025.46,63124.62,878.09,,77674.50,-90621.94,3902.88,,-86719.05,1560235.53,130552.68,237318.97,1453469.24,155.00,105673.34,7540.09,231609.38,164397.82,1634049.22,,,,,,1226967.74,1226967.74,2851972.41,95265.33,,,49226.62,2115.49,22660.98,19927.73,11416.17,28690.38,29863.70,,,60918.22,320084.62,2394097.63,,,111963.39,3612.63,2509673.64,-49756.76,,20173.21,-29583.56,,,1.00,,1.00,200397.47,200398.47,-148600.77,51797.70,,51797.70,2851972.41,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,06820,D,3,3,2001,4
2110.94,1000.00,,16633.84,384.18,16249.65,3150.33,7246.91,1724.47,31482.30,,,,,235881.75,4790.37,104243.08,136429.05,,,315.00,,,136744.05,,,,12412.69,,3208.22,15620.91,183847.25,,,1000.00,15748.90,,,1048.90,1850.95,1415.95,97.69,,,12674.86,33837.24,99875.00,,,,3438.85,103313.85,,,,,0.02,,0.24,,0.26,92536.90,92537.16,-45841.00,46696.17,,46696.17,183847.25,20193,GR,Gemini Air Cargo Airways,GR,Gemini Air Cargo Airways,06510,D,2,2,2001,1
2159.84,,580.53,24252.22,9108.93,15723.82,9790.57,859.26,,28533.50,,,,,213509.81,9258.14,118769.57,103998.38,,,,,,103998.38,19652.50,,19652.50,964.29,,4772.98,5737.27,157921.64,115.43,44832.53,,15196.88,1798.09,21.04,743.26,444.00,6757.25,134.61,,,9208.62,79251.72,199381.25,,,19.99,,199401.24,,,,,,,0.03,,0.03,,0.03,-120731.34,-120731.31,,-120731.31,157921.64,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,06061,D,2,2,2001,3
2165.40,,,22042.65,1.48,22041.16,9704.90,6938.73,,40850.20,,2381.01,,2381.01,,1210.83,1099.03,111.80,,,,,,111.80,,,,1318.68,,996.73,2315.41,45658.41,,,,16902.12,714.35,,7144.99,4482.18,,760.44,,61.32,1177.32,31242.73,,,,,8808.17,8808.17,,,2297.73,2297.73,153.00,15.30,,,153.00,838.12,991.12,2318.66,3309.78,,3309.78,45658.41,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2001,1
2170.45,105745.65,,3130.08,211.15,2918.93,73333.94,502.52,,184671.49,-77448.78,7181.17,,-70267.62,1357076.05,116269.45,203749.67,1269595.83,155.00,126172.74,18295.99,263014.22,149868.02,1527365.75,,,,,,1226856.11,1226856.11,2868625.74,66967.80,,,49102.77,3349.46,21798.79,8964.27,11374.38,25329.16,-15395.56,,,57901.27,229392.33,2242257.86,65635.73,,123514.25,3800.60,2435208.44,,,19561.17,19561.17,,,1.00,,1.00,189919.38,189920.38,-5456.59,184463.79,,184463.79,2868625.74,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,06820,D,3,3,2001,2
2176.05,7018.36,,6667.89,,6667.89,51.66,334.79,,16248.75,,,8103.81,8103.81,,4976.36,1583.75,3392.61,,,,,,3392.61,,,,,,63.73,63.73,27808.90,,,,7817.52,,,607.41,,,258.08,,7963.68,318.96,16965.64,,,,,,,,,,,,,1.00,,1.00,4687.57,4688.57,6154.69,10843.25,,10843.25,27808.90,20377,X9,Omni Air International LLC,X9,Omni Air Express,06738,D,1,1,2001,1
2180.85,,621.88,28307.73,10038.04,18891.57,10901.04,1004.34,,32977.80,,281.48,,281.48,215125.42,8997.27,111201.84,112920.85,,,,,,112920.85,27627.50,,27627.50,1107.92,,4968.92,6076.84,179884.46,253.97,44963.62,,15755.63,1115.87,95.82,712.47,444.00,6892.87,73.79,,,8387.70,78695.74,199381.25,,,19.99,,199401.24,,,,,0.03,,,,0.03,,0.03,-98212.54,-98212.51,,-98212.51,179884.46,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,06061,D,2,2,2001,1
2198.54,135256.72,,2582.37,207.96,2374.40,74503.61,1022.47,,215355.75,-72527.16,5622.54,,-66904.62,1262314.26,96803.57,177536.99,1181580.84,155.00,130697.06,31453.76,304244.31,146423.70,1501707.27,,,,,,1226894.52,1226894.52,2877052.93,63095.96,,,52147.56,2359.24,21304.89,8077.10,10950.94,8359.41,17902.57,,,59812.82,244010.49,2163903.88,65635.73,,130021.60,3800.60,2363361.82,,,20311.54,20311.54,,,1.00,,1.00,189919.38,189920.38,59448.70,249369.08,,249369.08,2877052.93,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,06820,D,3,3,2001,1
2279.98,12935.33,,2499.84,,2499.84,51.66,1097.08,,18863.88,,,1836.09,1836.09,,5899.72,1923.49,3976.23,,,,,,3976.23,,,,,,63.73,63.73,24739.93,,,,6059.56,30.71,,460.26,,,217.55,,1820.11,582.97,9171.16,,,,,,,,,345.91,345.91,,,1.00,,1.00,4687.57,4688.57,10534.30,15222.87,,15222.87,24739.93,20377,X9,Omni Air International LLC,X9,Omni Air Express,06738,D,1,1,2001,3
2524.51,6258.11,4979.74,,,4979.74,,172.00,,13934.36,,,,,13927.85,3464.54,4598.67,12793.72,,,,,,12793.72,,,,,,8035.79,8035.79,34763.86,,,,10094.19,,,1484.59,660.55,,-1345.44,,6258.11,8406.04,25558.03,,,,,,,-654.47,,,-654.47,,,,,,2041.40,2041.40,7818.89,9860.30,,9860.30,34763.86,20204,MG,Champion Air,MG,Champion Air,06729,D,2,2,2001,3
2569.41,,,3720.73,2089.29,1631.44,,,361.50,4562.35,,,,,3753.84,658.27,2486.04,1926.06,,,,,,1926.06,,,,,,846.02,846.02,7334.44,,,,11299.11,,,,,,408.41,,,1877.84,13585.36,1575.82,,,,,1575.82,,,,,,,0.50,,0.50,187.27,187.77,-8014.52,-7826.75,,-7826.75,7334.44,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06400,D,1,1,2001,3
2690.02,154105.98,,311199.45,657.44,310542.01,45518.74,14890.37,-31146.68,496600.43,,,,,950792.58,120835.89,355488.84,716139.62,,,,,,716139.62,,,,,,169911.05,169911.05,1382651.11,14707.47,,132828.65,,,,11729.50,13213.90,7702.90,251814.80,,76086.55,27951.30,536035.06,641766.05,,,,,641766.05,57581.05,,47380.69,104961.74,,,1.00,,1.00,,1.00,99887.25,99888.25,,99888.25,1382651.11,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,06048,D,3,3,2001,3
2709.00,,,15347.00,,15347.00,,1002.00,33037.00,52095.00,,,,,531.00,57.00,,588.00,,,,,,588.00,60.00,,60.00,,,2324.00,2324.00,55067.00,2828.00,11800.00,,12329.00,,,,,,,,,2614.00,29571.00,43285.00,,,,,43285.00,9553.00,,,9553.00,,,5.00,,5.00,11912.00,11917.00,-39259.00,-27342.00,,-27342.00,55067.00,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,2,2,2001,4
2751.04,,7659.75,24061.43,900.85,30820.33,637.31,1117.46,1547.98,36874.12,-0.79,496.85,,496.06,690013.53,5604.08,277720.59,417897.02,,17.32,41067.10,,,458981.44,1489.29,,1489.29,1865.33,207.09,3283.31,5355.73,503196.64,29880.54,,,44697.07,,,278.41,4050.32,1269.51,-6830.97,,,5671.24,79016.12,154582.83,82599.71,,,-418.64,236763.90,76627.18,,,76627.18,,,1.00,,1.00,72399.95,72400.95,38388.48,110789.43,,110789.43,503196.64,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,2001,4
2880.45,,,22439.81,2511.41,19928.40,9273.19,2714.85,6801.48,41598.37,2415.92,927.02,2156.20,5499.13,52572.96,22070.29,30361.49,44281.76,,,955.69,8509.59,486.80,53260.24,,,,37824.77,9232.31,950.78,48007.86,148365.60,4499.76,,,39059.27,,537.98,2743.96,5664.44,193.29,-3575.67,-1.03,45947.30,6260.40,101329.69,,13957.00,13260.63,8534.57,-7641.29,28110.91,12416.61,,1767.06,14183.67,42.17,32.39,2487.33,,2529.50,6999.51,9529.00,-4787.66,4741.34,,4741.34,148365.60,19678,AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,05045,D,2,2,2001,1
